#      Teff	   Log(g)	Metallicity	L/H	   Vturb     SED_name	
      5500.00      3.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=5500..logg=3.00000.dat.txt
      5500.00      3.50000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=5500..logg=3.50000.dat.txt
      5500.00      4.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=5500..logg=4.00000.dat.txt
      5500.00      4.50000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=5500..logg=4.50000.dat.txt
      5500.00      5.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=5500..logg=5.00000.dat.txt
      5750.00      0.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=5750..logg=0.00000.dat.txt
      5750.00     0.500000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=5750..logg=0.50000.dat.txt
      5750.00      1.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=5750..logg=1.00000.dat.txt
      5750.00      1.50000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=5750..logg=1.50000.dat.txt
      5750.00      2.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=5750..logg=2.00000.dat.txt
      5750.00      2.50000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=5750..logg=2.50000.dat.txt
      5750.00      3.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=5750..logg=3.00000.dat.txt
      5750.00      3.50000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=5750..logg=3.50000.dat.txt
      5750.00      4.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=5750..logg=4.00000.dat.txt
      5750.00      4.50000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=5750..logg=4.50000.dat.txt
      5750.00      5.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=5750..logg=5.00000.dat.txt
      6000.00      0.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=6000..logg=0.00000.dat.txt
      6000.00     0.500000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=6000..logg=0.50000.dat.txt
      6000.00      1.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=6000..logg=1.00000.dat.txt
      6000.00      1.50000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=6000..logg=1.50000.dat.txt
      6000.00      2.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=6000..logg=2.00000.dat.txt
      6000.00      2.50000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=6000..logg=2.50000.dat.txt
      6000.00      3.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=6000..logg=3.00000.dat.txt
      6000.00      3.50000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=6000..logg=3.50000.dat.txt
      6000.00      4.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=6000..logg=4.00000.dat.txt
